,croydon-lilydale,yarraville-seddon,eltham-research-montmorency,camberwell-glen iris,wanagaratta,east brunswick,flemington-kensington,murrumbeena-hughesdale,broadmeadows-roxburgh park,west brunswick,carlton-parkville,moe-newborough,glen waverley-mulgrave,mt eliza-mornington-mt martha,vermont-forest hill-burwood east,moonee ponds-ascot vale,fitzroy north-clifton hill,thomastown-lalor,nunawading-mitcham,chadstone-oakleigh,mentone-parkdale-mordialloc,seaford-carrum downs,gladstone park-tullamarine,hampton-beaumaris,newtown,albert park-middle park-west st kilda,doncaster east-donvale,sale-maffra,burwood-ashburton,keilor east-avondale heights,newport-spotswood,werribee-hoppers crossing,geelong-newcombe,ocean grove-barwon heads,bulleen-templestowe-doncaster,hastings-flinders,mill park-epping,narre warren-hampton park,belmont-grovedale,dromana-portsea,dandenong north-endeavour hills,herne hill-geelong west,ivanhoe-ivanhoe east,aspendale-chelsea-carrum,golden square-kangaroo flat,bundoora-greensborough-hurstbridge,collingwood-abbotsford,prahran-windsor,canterbury-surrey hills-mont albert,north melbourne-west melbourne,coburg-pascoe vale south,richmond-burnley,flora hill-bendigo east,wantirna-scoresby,wendouree-alfredton,oak park-glenroy-fawkner,pascoe vale-coburg north,fairfield-alphington,sebastopol-delacombe,st albans-deer park,heidelberg-heidelberg west,east st kilda,east hawthorn,mount clear-buninyong,northcote,sunbury,preston,springvale,cheltenham,port melbourne,warragul,carnegie,kew,keilor,traralgon,morwell,armadale,shepparton,frankston,castlemaine,echuca,balwyn,box hill,elsternwick,brighton east,east melbourne,mildura,ringwood,berwick,seymour,williamstown,sunshine,clayton,corio,toorak,bayswater,dandenong,wodonga,bentleigh,torquay,bendigo,melton,caulfield,noble park,south yarra,brunswick,benalla,essendon,hawthorn,st kilda,docklands,north bendigo,southbank,north geelong,rowville,warrnambool,elwood,hamilton,fitzroy,mount waverley,swan hill,carlton north,footscray,west footscray,whittlesea,blackburn,cranbourne,bairnsdale,thornbury,pakenham,lara,reservoir,malvern east,sydenham,portland,south melbourne,altona,malvern,horsham,ferntree gully,brighton,boronia,craigieburn
east melbourne,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,2.8529058429915666,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,3.6622366773709754,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,7.309042487719175,-0.2524199288183414,-0.2524199288183414,1.400601013177185,-0.2524199288183414,4.863607870093006,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,1.9181832895151127,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,1.5295849307700438,-0.2524199288183414,2.5887771259078565,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,3.815981864335272,-0.2524199288183414,-0.2524199288183414,1.617523823362427,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,1.760985678778444,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414,-0.2524199288183414
mildura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ringwood,3.3220193007551546,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,3.800503377506202,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,8.599997826086398,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,3.640558447181241,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,3.5075602421330965,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,3.4561032536184078,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114,-0.19216600326482114
berwick,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,11.87463654210069,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091,-0.0836242010007091
seymour,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
williamstown,-0.1684296246410171,4.758516965534549,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,9.819317945783311,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,1.8651973641627368,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,2.990169891907251,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,1.8283684788960692,1.8132879295354234,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171,-0.1684296246410171
sunshine,-0.16515436430667418,4.819229583301355,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,6.456875178183041,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,4.246889999550068,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,7.433461877593248,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418,-0.16515436430667418
clayton,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,3.117734604009425,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,6.713224153858097,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,7.492540733425828,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,3.884962606123857,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,3.4046104099151626,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006,-0.17835559787922006
corio,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,8.65163074509693,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,6.3026575049543325,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,4.9591657460478045,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335,-0.14223895711499335
toorak,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,6.106789089550679,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,7.580404629689221,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,3.8803545346744457,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,2.843944809697405,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,2.861415202461039,1.5321078397607362,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,2.8201047257318925,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928,-0.2031258884673928
